Customer_ID,Full_Name,ID_Number,Date_of_Birth,Age,Gender,Phone_Number,Email,Address,Location,Employment_Status,Monthly_Income_Bracket,Estimated_Monthly_Income,Account_Opening_Date,Has_Savings_Account,Account_Balance,Loan_ID,Loan_Product,Loan_Amount,Interest_Rate,Term_Type,Term_Months,Term_Weeks,Total_Loan_Amount,Loan_Disbursement_Date,Next_Due_Date,Loan_Status,Outstanding_Balance,Total_Paid,Overdue_Amount,Payments_Made,Payments_Missed,Number_of_Loans,Number_of_Declined_Loans,Declined_Loans_Details,Profile_Type,Is_Defaulter
CUST-000011,Melissa Taylor,032***74,1984-07-03,41,Female,+254 *** *** 051,br***1@yandex.com,"899 Emily Corners Suite 347, Mombasa Road",Mombasa Road,Formally employed (permanent),"50,001 - 100,000",75000,2025-06-02,Yes,166067.67,LOAN-000011-01,Cash Loan,135000,18.5,monthly,6.0,,159975.0,2025-08-08,2026-02-04,Active,26662.5,133312.5,936.52,5,1,2,1,"School Fees Loan (68,000 KES) - Too many existing loans",Stable Professional,No
CUST-000012,Gregory Wyatt,694***39,2003-09-04,22,Male,+254 *** *** 179,,"315 Daniel Plaza, Nairobi",Nairobi,Formally employed (contract),"20,001 - 30,000",25000,2023-09-10,Yes,56118.17,LOAN-000012-01,Business Capital Loan,64000,19.5,weekly,,48.0,76480.0,2025-05-23,2026-01-16,Active,23900.0,52580.0,203.32,33,3,2,0,,Entry Level Worker,No
CUST-000013,Rose Newton,754***74,1989-08-14,36,Female,+254 *** *** 441,,"450 Shannon Junctions Suite 375, Nairobi",Nairobi,Self-employed/Business owner,"10,000 - 20,000",15000,2025-06-19,Yes,1157.2,LOAN-000013-01,Cash Loan,60000,18.5,monthly,12.0,,71100.0,2026-01-13,2026-02-12,Active,71100.0,0.0,0.0,0,0,1,0,,Hustler/Casual Worker,No
CUST-000014,Thomas Garza,398***97,2003-03-31,22,Male,+254 *** *** 306,sa***s@gmail.com,"535 Mccarty Spring, Kamulu",Kamulu,Self-employed/Business owner,"Below 10,000",7500,2024-10-03,No,175.98,LOAN-000014-01,School Fees Loan,72000,14.5,weekly,,36.0,82440.0,2025-03-11,,Defaulted,48103.85,34336.15,45800.0,16,20,2,0,,Hustler/Casual Worker,Yes
CUST-000015,Thomas Green,188***38,1993-02-24,32,Male,+254 *** *** 898,wo***a@yahoo.co.ke,"5479 Smith Shore Suite 399, Kayole",Kayole,Casual laborer,"10,000 - 20,000",15000,2023-08-03,No,1812.42,LOAN-000015-01,Business Capital Loan,51000,19.5,weekly,,36.0,60945.0,2025-08-31,,Completed,25393.75,35551.25,308.54,21,1,1,1,"Cash Loan (134,000 KES) - Incomplete documentation",Hustler/Casual Worker,No
CUST-000016,Heather Newman,707***11,1994-04-08,31,Female,+254 *** *** 623,mi***y@gmail.com,"448 Porter Course Suite 321, Mombasa Road",Mombasa Road,Self-employed/Business owner,"10,000 - 20,000",15000,2023-06-16,No,2555.86,LOAN-000016-01,Emergency Loan,98000,22.0,monthly,3.0,,119560.0,2025-05-29,,Defaulted,80931.19,38628.81,79706.67,1,2,2,0,,Hustler/Casual Worker,Yes
CUST-000017,Jennifer Carlson,251***51,1991-03-12,34,Female,+254 *** *** 058,je***5@yandex.com,"8263 Christina Extensions, Kamulu",Kamulu,Formally employed (permanent),"50,001 - 100,000",75000,2025-11-23,Yes,51032.86,LOAN-000017-01,Business Capital Loan,293000,19.5,monthly,9.0,,350135.0,2025-12-08,2026-01-07,Overdue,350135.0,0.0,1130.03,0,1,4,1,"Business Capital Loan (111,000 KES) - Too many existing loans",Stable Professional,No
CUST-000018,Courtney Clay,035***10,1997-09-16,28,Female,+254 *** *** 115,by***l@icloud.com,"97155 King Trail, Kamulu",Kamulu,Formally employed (contract),"30,001 - 50,000",40000,2024-11-13,Yes,107584.56,LOAN-000018-01,Emergency Loan,34000,22.0,weekly,,12.0,41480.0,2025-04-01,,Completed,6913.33,34566.67,52.64,10,2,2,1,"Cash Loan (174,000 KES) - Unstable employment",Young Entrepreneur,No
CUST-000019,William Schultz,635***21,1998-10-21,27,Male,+254 *** *** 108,be***n@gmail.co.ke,"966 Zamora Inlet Suite 583, Mwea",Mwea,Casual laborer,"10,000 - 20,000",15000,2023-05-16,Yes,32977.14,LOAN-000019-01,Emergency Loan,12000,22.0,monthly,6.0,,14640.0,2025-05-25,2025-11-21,Active,2440.0,12200.0,272.81,5,1,1,0,,Hustler/Casual Worker,No
CUST-000020,Anthony Carpenter,843***27,1992-11-23,33,Male,+254 *** *** 123,li***8@yahoo.co.uk,"56122 Joshua Plaza, Nairobi",Nairobi,Formally employed (permanent),"Above 100,000",150000,2024-05-06,No,512.27,LOAN-000020-01,Utility Loan,50000,16.0,monthly,6.0,,58000.0,2025-07-09,,Completed,9666.67,48333.33,862.06,5,1,4,0,,Stable Professional,No
CUST-000021,Juan Hardin,485***49,1987-08-07,38,Male,+254 *** *** 628,,"0274 Lee Overpass, Nairobi",Nairobi,Casual laborer,"20,001 - 30,000",25000,2025-09-09,Yes,34777.2,LOAN-000021-01,Utility Loan,21000,16.0,weekly,,24.0,24360.0,2026-01-04,,Defaulted,22637.77,1722.23,2030.0,2,2,1,0,,Hustler/Casual Worker,Yes
CUST-000022,Bradley Gonzales,392***61,1999-05-24,26,Male,+254 *** *** 161,,"607 Stokes Lane Suite 285, Nairobi",Nairobi,Casual laborer,"20,001 - 30,000",25000,2023-04-12,No,92.75,LOAN-000022-01,Emergency Loan,47000,22.0,weekly,,12.0,57340.0,2025-02-23,,Completed,4778.33,52561.67,893.54,11,1,1,0,,Hustler/Casual Worker,No
CUST-000023,John Hodges,556***43,1980-09-25,45,Male,+254 *** *** 831,tr***7@outlook.co.ke,"4012 Nathan Cliffs, Nairobi",Nairobi,Formally employed (contract),"Above 100,000",150000,2023-06-21,No,106.45,LOAN-000023-01,Cash Loan,92000,18.5,weekly,,36.0,109020.0,2025-12-23,,Defaulted,106079.75,2940.25,15141.67,1,5,1,0,,Stable Professional,Yes
CUST-000024,Jeffrey Miranda,757***09,1987-12-21,38,Male,+254 *** *** 612,ch***7@gmail.co.ke,"80325 Kathryn Islands Apt. 510, Nairobi",Nairobi,Self-employed/Business owner,"Below 10,000",7500,2025-03-21,No,1811.43,LOAN-000024-01,Business Capital Loan,52000,19.5,weekly,,36.0,62140.0,2025-06-27,,Completed,13808.89,48331.11,838.15,28,3,1,2,"Emergency Loan (78,000 KES) - Age limit exceeded; Utility Loan (23,000 KES) - Age limit exceeded",Hustler/Casual Worker,No
CUST-000025,Darren Spears,039***68,1988-07-23,37,Male,+254 *** *** 046,kr***8@outlook.co.ke,"1016 Stephen Pine Apt. 789, Nairobi",Nairobi,Formally employed (contract),"30,001 - 50,000",40000,2025-12-13,Yes,43786.7,LOAN-000025-01,School Fees Loan,81000,14.5,monthly,6.0,,92745.0,2025-12-23,,Defaulted,92745.0,0.0,15457.5,0,1,2,0,,Overburdened Family Person,Yes
CUST-000026,Gail Carter,706***22,1990-03-08,35,Female,+254 *** *** 800,ia***r@mail.com,"04426 Kelly Vista, Mombasa Road",Mombasa Road,Self-employed/Business owner,"50,001 - 100,000",75000,2025-08-27,No,418.54,LOAN-000026-01,School Fees Loan,144000,14.5,monthly,3.0,,164880.0,2025-11-01,,Defaulted,115291.11,49588.89,109920.0,1,2,1,0,,Young Entrepreneur,Yes
CUST-000027,Carolyn Fowler,240***92,2002-04-24,23,Female,+254 *** *** 853,,"009 Jennifer Way Apt. 668, Nairobi",Nairobi,Formally employed (contract),"Below 10,000",7500,2025-03-02,Yes,3948.55,LOAN-000027-01,Cash Loan,83000,18.5,monthly,9.0,,98355.0,2025-07-23,,Completed,43713.33,54641.67,1998.83,5,1,2,0,,Hustler/Casual Worker,No
CUST-000028,Benjamin Pearson,769***46,1996-03-22,29,Male,+254 *** *** 258,an***s@yahoo.co.uk,"804 Vasquez Hill, Kamulu",Kamulu,Formally employed (contract),"10,000 - 20,000",15000,2024-03-24,No,3894.21,LOAN-000028-01,Utility Loan,18000,16.0,monthly,6.0,,20880.0,2025-12-12,2026-01-11,Active,20880.0,0.0,359.51,0,1,1,0,,Entry Level Worker,No
CUST-000029,Morgan Perez,126***45,1998-06-24,27,Female,+254 *** *** 498,,"7883 Jose Wells, Mwea",Mwea,Self-employed/Business owner,"30,001 - 50,000",40000,2024-01-03,Yes,48517.92,LOAN-000029-01,Utility Loan,34000,16.0,monthly,6.0,,39440.0,2025-06-25,,Completed,6573.33,32866.67,337.92,5,1,2,0,,Young Entrepreneur,No
CUST-000030,Samantha Walker,841***55,1990-03-21,35,Female,+254 *** *** 497,,"8465 Terry Mews Suite 353, Nairobi",Nairobi,Formally employed (contract),"20,001 - 30,000",25000,2025-03-08,Yes,42654.81,LOAN-000030-01,Business Capital Loan,62000,19.5,monthly,12.0,,74090.0,2025-04-18,,Completed,24696.67,49393.33,545.23,8,1,2,0,,Overburdened Family Person,No
CUST-000031,Samantha Williams,465***00,1987-03-13,38,Female,+254 *** *** 007,ge***n@yahoo.co.uk,"18563 Lori Tunnel, Nairobi",Nairobi,Formally employed (permanent),"Above 100,000",150000,2023-05-30,Yes,401690.94,LOAN-000031-01,Emergency Loan,67000,22.0,weekly,,12.0,81740.0,2025-08-16,2025-11-01,Active,13623.33,68116.67,1729.42,10,2,1,0,,Stable Professional,No
CUST-000032,Dustin Ferguson,006***54,1990-12-18,35,Male,+254 *** *** 602,,"03264 Hill Station Apt. 717, Kayole",Kayole,Formally employed (permanent),"50,001 - 100,000",75000,2025-09-29,Yes,41462.77,LOAN-000032-01,Cash Loan,197000,18.5,monthly,6.0,,233445.0,2025-11-17,2026-01-16,Active,194537.5,38907.5,753.39,1,1,3,0,,Stable Professional,No
CUST-000033,Douglas Robinson,936***74,1999-01-15,27,Male,+254 *** *** 937,,"354 Tina Heights Apt. 048, Kayole",Kayole,Formally employed (contract),"20,001 - 30,000",25000,2024-03-20,Yes,45085.98,LOAN-000033-01,Emergency Loan,48000,22.0,monthly,3.0,,58560.0,2025-09-01,,Defaulted,24872.37,33687.63,19520.0,2,1,1,2,"Emergency Loan (56,000 KES) - Incomplete documentation; Business Capital Loan (251,000 KES) - Unstable employment",Entry Level Worker,Yes
CUST-000034,Calvin Stevens,894***12,1988-04-05,37,Male,+254 *** *** 257,,"286 Jennifer Oval Apt. 094, Kayole",Kayole,Formally employed (contract),"Below 10,000",7500,2024-09-08,Yes,21280.26,LOAN-000034-01,School Fees Loan,81000,14.5,weekly,,12.0,92745.0,2025-12-29,2026-01-26,Overdue,72520.99,20224.01,15457.5,3,2,2,2,"Business Capital Loan (262,000 KES) - Too many existing loans; School Fees Loan (59,000 KES) - Poor credit history",Hustler/Casual Worker,Yes
CUST-000035,Edwin Freeman,465***54,1990-02-20,35,Male,+254 *** *** 050,ja***8@outlook.co.ke,"489 Robinson Mews Suite 485, Kamulu",Kamulu,Self-employed/Business owner,"30,001 - 50,000",40000,2024-04-19,No,3837.26,LOAN-000035-01,Business Capital Loan,171000,19.5,weekly,,48.0,204345.0,2025-02-13,,Completed,21285.94,183059.06,936.81,43,5,1,0,,Young Entrepreneur,No
CUST-000036,Lindsay Mcdonald,531***33,1981-10-31,44,Female,+254 *** *** 559,da***z@outlook.co.ke,"483 Eric Court, Kayole",Kayole,Formally employed (contract),"30,001 - 50,000",40000,2024-12-24,Yes,68302.29,LOAN-000036-01,Utility Loan,44000,16.0,monthly,6.0,,51040.0,2025-06-20,,Completed,8506.67,42533.33,270.24,5,1,2,0,,Overburdened Family Person,No
CUST-000037,Alicia Wilson,554***97,2001-12-16,24,Female,+254 *** *** 437,wa***t@yahoo.co.uk,"0460 Craig Curve, Nairobi",Nairobi,Formally employed (contract),"20,001 - 30,000",25000,2024-11-20,Yes,6052.14,LOAN-000037-01,Business Capital Loan,61000,19.5,monthly,9.0,,72895.0,2025-02-13,2025-11-10,Active,8099.44,64795.56,226.07,8,1,2,0,,Entry Level Worker,No
CUST-000038,Samuel Howard,965***99,1998-03-02,27,Male,+254 *** *** 929,,"99403 Crawford Underpass Suite 037, Nairobi",Nairobi,Formally employed (contract),"10,000 - 20,000",15000,2024-05-02,No,3896.14,LOAN-000038-01,School Fees Loan,23000,14.5,monthly,6.0,,26335.0,2025-06-25,,Completed,4389.17,21945.83,729.65,5,1,1,0,,Entry Level Worker,No
CUST-000039,Jason Hines,359***77,1992-02-02,34,Male,+254 *** *** 949,,"00845 Olson Valley, Nairobi",Nairobi,Self-employed/Business owner,"30,001 - 50,000",40000,2023-11-09,Yes,29419.1,LOAN-000039-01,Business Capital Loan,172000,19.5,monthly,9.0,,205540.0,2025-10-11,,Completed,159864.44,45675.56,4314.19,2,1,3,0,,Young Entrepreneur,No
CUST-000040,Heather Benson,148***11,1992-10-03,33,Female,+254 *** *** 728,wi***n@icloud.com,"1009 Greene Underpass Apt. 691, Mombasa Road",Mombasa Road,Formally employed (contract),"50,001 - 100,000",75000,2024-10-22,Yes,184696.46,LOAN-000040-01,Utility Loan,50000,16.0,weekly,,24.0,58000.0,2026-01-31,2026-02-07,Active,58000.0,0.0,0.0,0,0,1,0,,Stable Professional,No
CUST-000041,Michael Sanders,153***96,1999-07-09,26,Male,+254 *** *** 667,sa***2@gmail.com,"04988 Philip Port Suite 541, Nairobi",Nairobi,Self-employed/Business owner,"10,000 - 20,000",15000,2024-12-01,No,4260.36,LOAN-000041-01,Cash Loan,85000,18.5,monthly,6.0,,100725.0,2025-11-25,2026-01-24,Active,83937.5,16787.5,2200.09,1,1,1,0,,Hustler/Casual Worker,No
CUST-000042,Brandon House,886***55,1991-07-31,34,Male,+254 *** *** 412,,"597 Sanchez Canyon, Kamulu",Kamulu,Self-employed/Business owner,"30,001 - 50,000",40000,2023-07-08,Yes,109458.48,LOAN-000042-01,Cash Loan,48000,18.5,weekly,,12.0,56880.0,2025-12-10,2026-01-28,Overdue,28440.0,28440.0,1613.5,6,2,1,1,"Utility Loan (15,000 KES) - Too many existing loans",Young Entrepreneur,No
CUST-000043,James Rocha,446***24,1986-11-04,39,Male,+254 *** *** 494,uc***n@yahoo.co.ke,"33800 Albert Mountain, Nairobi",Nairobi,Formally employed (contract),"20,001 - 30,000",25000,2024-07-17,Yes,48401.09,LOAN-000043-01,School Fees Loan,105000,14.5,weekly,,24.0,120225.0,2025-11-05,,Written Off,92045.2,28179.8,35065.62,6,7,2,0,,Overburdened Family Person,Yes
CUST-000044,Kevin Mckinney,060***43,1983-05-06,42,Male,+254 *** *** 510,,"51434 Michael Flats, Mombasa Road",Mombasa Road,Formally employed (permanent),"50,001 - 100,000",75000,2023-08-23,Yes,11945.73,LOAN-000044-01,School Fees Loan,76000,14.5,monthly,9.0,,87020.0,2025-12-19,2026-01-18,Active,87020.0,0.0,936.82,0,1,1,0,,Stable Professional,No
CUST-000045,Debbie Arroyo,802***17,1981-09-28,44,Female,+254 *** *** 790,re***e@yahoo.co.ke,"506 Vaughn Drives, Mwea",Mwea,Self-employed/Business owner,"30,001 - 50,000",40000,2025-05-02,No,4688.52,LOAN-000045-01,Cash Loan,132000,18.5,weekly,,24.0,156420.0,2025-11-09,,Defaulted,131788.5,24631.5,52140.0,4,8,1,1,"School Fees Loan (127,000 KES) - Too many existing loans",Overburdened Family Person,Yes
CUST-000046,Patricia Guerra,550***08,1996-07-31,29,Female,+254 *** *** 409,,"15696 Matthew Road, Kamulu",Kamulu,Formally employed (contract),"20,001 - 30,000",25000,2023-03-25,No,4514.67,LOAN-000046-01,Utility Loan,34000,16.0,weekly,,12.0,39440.0,2025-03-16,,Defaulted,28263.69,11176.31,26293.33,4,8,2,0,,Hustler/Casual Worker,Yes
CUST-000047,Heather Dillon,455***53,2003-11-26,22,Female,+254 *** *** 442,sh***7@outlook.com,"66442 Williams Path, Kayole",Kayole,Self-employed/Business owner,"10,000 - 20,000",15000,2023-04-06,No,3839.94,LOAN-000047-01,School Fees Loan,24000,14.5,monthly,3.0,,27480.0,2025-03-03,,Defaulted,19702.04,7777.96,18320.0,1,2,4,2,"Emergency Loan (66,000 KES) - Insufficient income; Business Capital Loan (167,000 KES) - Unstable employment",Hustler/Casual Worker,Yes
CUST-000048,Jesse Farrell DDS,542***89,1989-08-14,36,Male,+254 *** *** 923,,"431 Kristy Run, Mwea",Mwea,Formally employed (permanent),"50,001 - 100,000",75000,2025-11-16,Yes,208085.15,LOAN-000048-01,Business Capital Loan,130000,19.5,monthly,9.0,,155350.0,2026-01-15,2026-02-14,Active,155350.0,0.0,0.0,0,0,2,0,,Overburdened Family Person,Yes
CUST-000049,Madeline Cannon,323***96,1988-04-26,37,Female,+254 *** *** 697,ba***a@gmail.com,"5630 Drew Harbors, Kamulu",Kamulu,Self-employed/Business owner,"10,000 - 20,000",15000,2024-08-22,No,4690.86,LOAN-000049-01,Emergency Loan,33000,22.0,monthly,3.0,,40260.0,2025-12-05,2026-02-03,Active,26840.0,13420.0,290.92,1,1,2,0,,Hustler/Casual Worker,No
CUST-000050,Kimberly Stark,578***28,1998-11-25,27,Female,+254 *** *** 145,,"1652 Luis Brooks Apt. 907, Kayole",Kayole,Self-employed/Business owner,"20,001 - 30,000",25000,2025-09-26,Yes,21935.91,LOAN-000050-01,Emergency Loan,47000,22.0,weekly,,24.0,57340.0,2025-11-05,2026-02-04,Active,28670.0,28670.0,160.65,12,1,3,0,,Young Entrepreneur,No
CUST-000051,Maureen Rose,159***34,1991-03-25,34,Female,+254 *** *** 840,ca***s@gmail.com,"849 Melissa Points Suite 452, Kamulu",Kamulu,Casual laborer,"20,001 - 30,000",25000,2023-07-12,No,2236.73,LOAN-000051-01,School Fees Loan,21000,14.5,weekly,,12.0,24045.0,2025-05-21,,Completed,2003.75,22041.25,76.33,11,1,2,0,,Hustler/Casual Worker,No
CUST-000052,Stefanie Norris,555***19,1987-05-07,38,Female,+254 *** *** 769,do***d@aol.com,"0129 Hernandez Wall, Nairobi",Nairobi,Formally employed (permanent),"30,001 - 50,000",40000,2024-08-24,Yes,109035.91,LOAN-000052-01,Cash Loan,167000,18.5,weekly,,12.0,197895.0,2025-08-21,,Completed,32982.5,164912.5,4878.95,10,2,2,0,,Stable Professional,No
CUST-000053,Melissa King,637***23,1982-05-29,43,Female,+254 *** *** 372,js***h@gmail.com,"86921 Gonzalez Terrace, Kayole",Kayole,Formally employed (permanent),"50,001 - 100,000",75000,2024-02-04,Yes,189038.84,LOAN-000053-01,Utility Loan,22000,16.0,monthly,6.0,,25520.0,2025-08-11,2026-01-08,Active,8506.67,17013.33,760.14,4,1,2,0,,Overburdened Family Person,No
CUST-000054,Jon Martin,340***01,1992-10-19,33,Male,+254 *** *** 149,ja***s@outlook.com,"9458 Jose Camp Suite 572, Nairobi",Nairobi,Formally employed (contract),"30,001 - 50,000",40000,2023-11-18,No,4072.07,LOAN-000054-01,Business Capital Loan,126000,19.5,weekly,,24.0,150570.0,2026-01-19,2026-02-02,Active,144296.25,6273.75,812.24,1,1,1,0,,Young Entrepreneur,No
CUST-000055,Tommy Huff,893***51,1991-02-27,34,Male,+254 *** *** 451,,"358 Crystal Inlet Apt. 668, Nairobi",Nairobi,Formally employed (contract),"20,001 - 30,000",25000,2025-10-09,No,890.34,LOAN-000055-01,Emergency Loan,26000,22.0,weekly,,12.0,31720.0,2025-10-13,,Written Off,18075.44,13644.56,15860.0,6,6,2,0,,Hustler/Casual Worker,Yes
CUST-000056,Phyllis Castillo,318***57,1980-03-22,45,Female,+254 *** *** 889,,"93541 Christopher Fork Suite 898, Nairobi",Nairobi,Formally employed (permanent),"Above 100,000",150000,2025-03-11,Yes,280293.46,LOAN-000056-01,Emergency Loan,53000,22.0,weekly,,12.0,64660.0,2025-03-31,,Completed,5388.33,59271.67,325.82,11,1,2,0,,Stable Professional,No
CUST-000057,Jamie Cortez,196***31,1988-09-20,37,Male,+254 *** *** 806,,"774 Christopher Village Apt. 945, Nairobi",Nairobi,Formally employed (contract),"50,001 - 100,000",75000,2024-03-03,Yes,66510.92,LOAN-000057-01,Business Capital Loan,185000,19.5,weekly,,36.0,221075.0,2025-03-24,,Completed,36845.83,184229.17,3482.55,30,6,2,0,,Stable Professional,No
CUST-000058,John Cannon,893***79,1983-02-26,42,Male,+254 *** *** 031,,"23721 Andrea Burg, Nairobi",Nairobi,Formally employed (permanent),"Above 100,000",150000,2025-08-26,No,972.76,LOAN-000058-01,Utility Loan,50000,16.0,weekly,,24.0,58000.0,2025-11-10,2026-01-26,Active,33833.33,24166.67,258.55,10,2,4,0,,Stable Professional,No
CUST-000059,Charles Camacho,163***61,1995-02-11,31,Male,+254 *** *** 475,me***6@yahoo.co.ke,"669 Jamie Stravenue Apt. 213, Kamulu",Kamulu,Formally employed (permanent),"50,001 - 100,000",75000,2025-07-06,No,1054.1,LOAN-000059-01,Utility Loan,50000,16.0,weekly,,12.0,58000.0,2026-01-13,2026-02-03,Active,48333.33,9666.67,925.91,2,1,2,1,"School Fees Loan (81,000 KES) - Too many existing loans",Stable Professional,No
CUST-000060,Bryan Cowan,361***00,1980-02-24,45,Male,+254 *** *** 597,,"4726 Ramirez Mount Apt. 620, Nairobi",Nairobi,Formally employed (permanent),"30,001 - 50,000",40000,2025-07-04,Yes,23276.65,LOAN-000060-01,Business Capital Loan,195000,19.5,weekly,,48.0,233025.0,2025-09-13,,Completed,150495.31,82529.69,1485.31,17,3,3,2,"School Fees Loan (116,000 KES) - Incomplete documentation; Business Capital Loan (197,000 KES) - Poor credit history",Stable Professional,No
CUST-000061,Rebecca Roberts,845***14,1987-01-23,39,Female,+254 *** *** 003,,"77186 Shaffer Fields, Mombasa Road",Mombasa Road,Formally employed (contract),"30,001 - 50,000",40000,2025-08-29,No,1512.95,LOAN-000061-01,Emergency Loan,54000,22.0,monthly,6.0,,65880.0,2025-11-21,2026-01-20,Overdue,54900.0,10980.0,1034.01,1,1,1,0,,Stable Professional,No
CUST-000062,John Allen,022***63,1988-11-07,37,Male,+254 *** *** 718,sa***3@hotmail.com,"65425 Garcia Estates Suite 771, Nairobi",Nairobi,Casual laborer,"20,001 - 30,000",25000,2024-12-16,No,207.95,LOAN-000062-01,Utility Loan,21000,16.0,monthly,6.0,,24360.0,2025-10-26,,Defaulted,20603.41,3756.59,8120.0,1,2,4,2,"Emergency Loan (19,000 KES) - Poor credit history; Cash Loan (184,000 KES) - Unstable employment",Hustler/Casual Worker,Yes
CUST-000063,Alexander Bates,804***72,1996-12-01,29,Male,+254 *** *** 637,,"34177 Jensen Extension Suite 700, Kayole",Kayole,Casual laborer,"10,000 - 20,000",15000,2025-07-29,Yes,12060.45,LOAN-000063-01,Utility Loan,47000,16.0,weekly,,24.0,54520.0,2025-10-05,2026-01-25,Active,20445.0,34075.0,6.75,15,2,1,0,,Hustler/Casual Worker,No
